PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
-32.32792967792946,-8.577243022994988,14.54157725366698,-2.487755870857236,-30.27151034376618,-11.874788163828045,-36.11504241126798,36.87836127583684,-26.044099272617316,25.0132111665297,-0.8292562311202625,-11.293451107682438,11.24801763983549,7.858191225008798,-2.4410356946433143,1.2103306908688916,-10.69170528275752,7.136917180239162,5.5084456602337895,2.8060651632988995,-3.895499149423648,12.18898408954207,10.129233290108456,-0.5201282193146566,1.3508073229697461,-1.5703491727966563,11.158035878874681,-5.421071577644755,1.1582583035797165,-7.686748864466809,3.351938937017798,6.10527913822329,-4.596390579977749,-5.7019103886351505,1.9680205043174537,-2.467641558997309,2.856357044943499,-9.79534650198717,-1.2980781315704006,-5.044409921037818,9.002429047886537,-12.091969218676182,-5.467583813703415,-3.4649391673433265,-3.3332950187726262,-3.3048829384079315,5.877829752222319,-0.7393400975035627,-16.139329728996195,-4.3061052920339735
3.7165118726601323,-14.787452681605982,1.5126438097764299,35.432116185348924,2.3512794797052345,-20.714026713411787,29.21515990958093,-6.058676160803511,-4.638848220827068,8.207466240915673,-17.184504311541986,1.506520594243518,-10.594052176174394,-4.284923822118252,-2.9242582624085958,14.773230008988062,-9.387112586671195,-7.317991871745242,-6.155778881696922,-2.7751674444415646,-5.526421893365033,1.1353720008869654,4.962739755366691,-6.413840167372759,-6.03669996596374,5.761317599528838,2.7785086845566904,-5.354232560499516,-4.952342748581865,-0.712496668941058,-5.708020928389617,0.6856869284141626,-1.9180745589937038,0.03182752592174507,0.3927986492721975,-0.0018522191254927642,2.520336591255716,-2.3112869515570464,-8.925200891310816,-2.614256074908428,3.0938412768726,7.515235484924214,-7.973528278634733,-2.5394454272821654,-2.695610966511493,-4.225206968062507,-2.139493454252187,3.370557574998906,-4.629401282365746,-2.664575719803527
57.486681882809236,-20.277981625417947,-37.08749617466745,-39.10311089726666,4.417667630052837,-11.946189739747659,-4.569869198735761,-20.471730497917207,-7.740547773975515,8.566416594647837,-0.27900558624692295,4.239085975365498,-5.8530762453842575,5.180484947172089,7.152840982467105,-7.030401348805045,1.3799680119164612,0.3017299600809964,4.525766311265047,1.0446908066309142,-1.741084858577542,-2.9007323922881048,2.0455078033700187,2.2999018017316413,-1.951945088105683,0.7617903557910677,7.210706474337886,11.977921236443214,3.7634956411263767,5.341703814093367,0.9431964978606505,-3.546192431701214,-1.9737152625126864,1.7661468183747393,-0.770126000222179,-4.556214701222775,3.253341083096206,-1.8460442118688112,3.9787759210090106,-5.7941331855182465,-1.7918405230791856,2.633757500684253,-1.4414120461143627,-3.933513124033646,-1.4161647969418893,6.701713538318156,-3.3798023382245077,-0.2030209515999062,-1.1672963002814825,2.88222691764461
-15.804103164845824,16.463141820641066,24.792374597405164,-13.200558892594866,-1.7169116894218093,7.300127518318894,2.041553464659847,4.675052565792618,-10.016929270732676,-11.757404875559432,7.979943831190108,-9.73516041787017,1.6010142083996994,12.600309397036936,1.8602012332786533,-2.43811966550822,-0.648536556822585,4.593258070130278,5.864742681475526,1.887917722251922,-5.867916341551525,-3.1319440661479545,-3.4475452571191734,-0.3193951475620611,-5.01607503006499,4.611882000390708,7.29334586369901,3.385217324482358,-3.385414390709488,4.400814773106646,0.2124542159345951,-6.689836240435231,5.597063379341098,5.029608049604649,3.1037108741572106,3.264576116414169,-2.8822491756219177,-3.4614718538114344,-4.121263888499313,0.4970059808571756,-9.289080944259325,3.292153535570469,-5.7561554803860835,-8.624303443477295,4.927816062430897,2.689827039508043,3.518154043578122,4.000866849646718,-2.0452532840002444,-0.8458933255977613
-48.5748499532903,-64.10175365109748,-27.830961115931544,-1.1926174680593173,16.51115827999086,18.77547047998543,-1.751353457199734,-3.7051270110653554,6.91483818212431,-4.259583325690236,-15.381841239407965,-1.8770374152391835,2.3004044492719316,-0.15090959544230198,5.85831203985322,3.5023768274945857,-9.372166140666017,6.415391620513794,9.403114483756223,-4.774284906083354,-2.4634019909201363,2.4695315723984366,-8.381893247546744,-8.280067837302546,-5.597835354003502,2.403553992542225,-11.06200264631327,-6.770853751800218,-0.3717373496876976,8.078601584449867,-7.984915937625907,3.8360953388320405,-2.036593930407783,3.7494348912627116,-6.586676837750596,-5.800177176095313,-2.665552773381333,1.0153742325520887,4.0876953004780106,5.709781085878616,-0.7353428200599406,-0.6825418667360001,0.5671987088496621,-2.086662421318338,0.2998590329404584,-1.84941105630439,5.099274471366393,-4.328372475423427,-2.310644508482876,6.870296290930021
7.129691636649413,-5.187773700604944,24.06190566885635,37.125295526706516,-11.774369556969098,-3.8301004962012084,2.9750844247095753,10.553433655613631,-12.178569665176532,-6.365365626078661,3.6808409678451652,-10.540566867487703,3.240136993525867,0.44606074361043974,13.343944060260965,-2.969846323218924,-6.285767221131609,4.541220756057668,2.3200034761148327,-5.603038224691634,0.4439454585842238,-12.440504790728024,3.109882038407753,10.128400184761604,-5.244324914819387,-6.9075920284517105,0.4866546098298462,1.613779956527838,-5.229515021935477,3.103368762026946,-0.3367289466767239,7.863538444924685,-5.519216395424274,1.1440571974874987,-1.6333901248791651,-6.700828138512356,-6.453388912113263,-2.120997563344927,-5.0064855514038475,-0.827870173443717,-0.21531157686599,-2.2799858888944993,2.532441786360799,0.844374826477163,-1.0701611092944814,3.949783444375045,-0.3818406389711573,3.4403932280965326,-2.2583269459801216,6.195709387890384
-10.129738474296751,40.54909993083625,-33.30557005781191,14.841665874175472,17.171409702368482,0.012451367242785423,-6.265567648422088,-8.456698868505606,0.020112627204811218,-7.795604607112131,5.27189096038197,13.301460308790459,10.426096987665703,6.743469280669948,5.776230746280346,-2.6580026064947293,8.057604287408639,-3.355636173947379,-4.235845439348391,4.4491033203548245,0.2509855289543286,-1.7330871823131242,-1.8957147189410708,-3.559966399188752,2.9605820629357007,0.33008792402840587,-0.997076650664473,-2.562548404775641,5.7687667364098685,-3.487906180442332,-4.643699944547123,-4.386281721617323,4.047045429734432,-8.26731878939944,2.4116426340278623,-8.254470979944827,4.79455682985063,-4.205695581574871,3.7008395470912183,0.38383931002886806,-1.1737802422074781,6.639142681203394,-4.0595225764307985,-1.398279484945144,-0.1769512151799664,-5.438063420417067,1.58682294844315,-0.6186987086393981,2.277076936284009,0.6013864988396758
-16.439801700398988,40.33094363208743,-26.387005979965547,9.031856099311396,19.31326267581262,-12.459001356511333,0.227657351440304,4.186214470540242,5.405003995458901,-3.212383955152172,16.545271980478425,2.838474020710319,-7.485708649232995,3.2039447973230755,15.955229632101311,-0.9811585158285764,12.24519313653495,3.669823837547379,-2.6116974273371665,0.38814746079286494,-4.8146776297187115,5.244939453624018,1.470209329634136,-6.46794508135526,5.310832689746579,-6.3501685514162,0.16631136626551074,-1.0528147132902252,4.540157321196346,3.096560673700263,8.264281386811762,-1.833909927400182,-7.1428182294587215,4.273082806937057,-11.060109909584853,1.7365841246890918,-5.805923677514465,-4.140249523564278,-0.9141314237810845,-0.05014156132702808,3.017645823547809,-5.365619379553162,-1.373021888558586,2.2660932430766305,-0.16613130598945516,3.1360243671664962,4.013330046030155,-2.5373823487941554,-0.3771027955998772,-0.5190066149134811
66.69152304516192,-30.834750088112056,-21.435870212254454,-26.244959919162568,9.424904184998931,-10.550213851476864,2.7482616873646126,6.003997471214212,22.651435514943874,1.3571435819489197,-3.985383397739169,1.3874599553414655,1.6792697068784217,7.072685694169945,5.790753862362757,-9.346806415929123,-2.297524821937786,-0.7676455594312637,3.3525769768835474,1.945901056504194,-1.2365188949539825,-2.193373265446095,-1.3771573680070242,1.7752622792376533,2.5623946171289407,-1.701129165713723,-1.3019488480625032,-2.071809211098518,-0.999208707092658,-4.154347702635918,0.13536054436152892,-1.5259048739644958,3.5220786053184887,-2.132140697200758,-0.968490553158048,-0.21066788215895382,-0.21838078160837104,-1.576212428962163,-5.131672660605779,-1.1745927211026657,0.07098222866684929,-1.5087259774984656,2.8704799801920173,-1.5262085411583441,-2.1742780828018953,-0.6001136556270009,-1.208843794716347,-6.888444905699459,-3.316352512383552,-1.5052395733422432
56.3390284270766,-11.024719835002417,-11.365193278689175,-7.277079069526279,-17.556701961566485,8.000589851148778,-8.470346133215752,2.3480581497085407,-19.19836949452702,-15.472402405657437,0.43042322497022,-4.590150831016601,2.8764364963203013,-4.953357496074501,-4.144714865105346,11.046884193667957,11.898122559732661,-4.142820006688507,3.442284540631247,-9.912521278974342,-4.959949786568903,-1.1734363323983383,-9.090114470314505,-2.9997211989317623,14.519902062840899,1.673345049201733,-3.700209662018538,0.691603342084125,2.5521763147560272,-8.5162108793884,4.21638475111448,-3.057814308087579,-9.657546124034138,-1.2705434461768366,1.3416684654666886,-5.500985577283359,-5.348089311424534,-1.4854902494870015,5.0265062383825825,0.11828632584890622,-3.3061287025756587,4.59423434680808,-5.144024702299857,-0.08827781170209592,-6.6741077861436695,4.297674067246421,9.636961954645967,1.443778207523952,-3.9764309583113593,-6.767161385143117
